"KODE","TEKST","N3"
"F41400","IMMUNDEFEKT",""
"F41400","IMMUN DEFEKT",""
"F41401","IMMUNDEFEKT, T-TYPE",""
"F41401","IMMUNDEFEKT T-TYPE",""
"F41402","IMMUNDEFEKT, B-TYPE",""
"F41402","IMMUNDEFEKT B-TYPE",""
"F41403","IMMUNDEFEKT, KOMBINERET T- OG B-TYPE",""
"F41403","IMMUNDEFEKT KOMBINERET T- OG B-TYPE",""
"F42000","FAGOCYTOSE",""
"F42400","ALLERGISK REAKTION",""
"F42810","HÆMOLYTISK TRANSFUSIONSREAKTION",""
"F44000","GRAFT REAKTION",""
"F44040","GRAFT-VERSUS-HOST REAKTION",""
"F44100","GRAFT REJEKTION",""
"F44110","AKUT GRAFT REJEKTION",""
"F44110","AKUT GRAFT REJEKTION",""
"F44120","HYPERAKUT GRAFT REJEKTION",""
"F44120","HYPERAKUT GRAFT REJEKTION",""
"F44200","KRONISK GRAFT REJEKTION",""
"F44200","KRONISK GRAFT REJEKTION",""
"F44220","KRONISK AKTIV GRAFT REJEKTION",""
"F44300","IKKE-IMMUNOLOGISK GRAFT FAILURE",""
"F44301","PRIMÆR GRAFT ANURI",""
"F44340","GRAFT FAILURE PGA. AKUT TUBULÆR NEKROSE",""
"F44380","GRAFT FAILURE PÅ GRUND AF TROMBOSE",""
"F44400","GRAFT FAILURE PÅ GRUND AF STENOSE",""
"F44425","GLOMERULÆR TRANSPLANTATSYGDOM",""
"F44450","KRONISK GRAFT NEFROPATI",""
"F47720","IGE",""
"F53930","BLASTKRISE",""
"F53932","BLASTKRISE I INKOMPLET REMISSION",""
"F62605","LEVERINSUFFICIENS",""
"F65011","NORMAL NYREFUNKTION",""
"F65014","NEDSAT NYREFUNKTION",""
"F65830","VESIKOURETERAL REFLUKS",""
"F65852","UDGÅET, SE M65900 (TIDLIGERE 'URINRETENTION')",""
"F65855","URININKONTINENS",""
"F65900","URINRETENTION",""
"F70010","SHOCK",""
"F70420","SHUNT",""
"F70500","HJERTEKLAPINSUFFICIENS",""
"F70700","HYPERTENSION",""
"F71000","PULMONAL HYPERTENSION",""
"F71010","PRIMÆR PULMONAL HYPERTENSION",""
"F71020","SEKUNDÆR PULMONAL HYPERTENSION",""
"F75010","RESPIRATIONSINSUFFICIENS",""
"F75150","ASFYKSI",""
"F79000","ASPIRATION",""
"F79010","ASPIRATION AF FREMMEDLEGEME",""
"F79030","ASPIRATION AF FØDE",""
"F79050","ASPIRATION AF MECONIUM",""
"F79090","ASPIRATION AF BLOD",""
"F81200","HEMIPARESE",""
"F81270","SPINAL PARESE",""
"F85640","COMA",""
"F90060","AFHÆNGIGHED",""
"F93410","MENTAL RETARDERING",""
"F96110","PUBERTET",""
"MÆ0020","SE EFTERFØLGENDE",""
"MÆ0021","SE EFTERFØLGENDE",""
"MÆ0022","SE EFTERFØLGENDE",""
"MÆ0023","SE EFTERFØLGENDE",""
"MAA0X0","NY CYTOLOGISK PRØVE TILRÅDES",""
"MYYXX3","UDGÅET PR. 12.01.96 - SE M96003",""
"MYYXX3","MALIGNT LYMFOM, SMÅ IKKE-INDKÆRVEDE CELLER",""
"MYYX13","UDGÅET PR. 12.01.96 - SE M96003",""
"MYYX13","MALIGNT LYMFOM, LYMFOCYTÆRT",""
"MYYX23","UDGÅET PR. 12.01.96 - SE M96003",""
"MYYX23","MALIGNT LYMFOM,FOLLIKULÆRT,OVERVEJ. SMÅ INDKÆRVEDE CELLER",""
"MYYX33","UDGÅET PR. 12.01.96 - SE M96003",""
"MYYX33","MALIGNT LYMFOM, FOLLIKULÆRT,BL. SMÅ INDKÆRV. OG STORE CELLER",""
"MYYX43","UDGÅET PR. 12.01.96 - SE M96003",""
"MYYX43","MALIGNT LYMFOM, FOLLIKULÆRT, OVERVEJENDE STORE CELLER",""
"MYYX53","UDGÅET PR. 12.01.96 - SE M96003",""
"MYYX53","MALIGNT LYMFOM, DIFFUST, SMÅ INDKÆRVEDE CELLER",""
"MYYX63","UDGÅET PR. 12.01.96 - SE M96003",""
"MYYX63","MALIGNT LYMFOM, DIFFUST, BLANDEDE SMÅ OG STORE CELLER",""
"MYYX73","UDGÅET PR. 12.01.96 - SE M96003",""
"MYYX73","MALIGNT LYMFOM, DIFFUST, STORE CELLER",""
"MYYX83","UDGÅET PR. 12.01.96 - SE M96003",""
"MYYX83","MALIGNT LYMFOM, STORCELLET, IMMUNOBLASTÆRT",""
"MYYX93","UDGÅET PR. 12.01.96 - SE M96003",""
"MYYX93","MALIGNT LYMFOM, LYMFOBLASTÆRT",""
"MYYY79","UDGÅET PR. 01.01.96 - SE ÆYYY79",""
"MYYY79","MULTIPEL",""
"MYY001","UDGÅET 11.10.95 - SE M01050",""
"MYY001","ABNORMT EPITEL",""
"MYY001","ABNORMT EPITEL",""
"MYY032","UDGÅET PR. 01.01.96",""
"MYY032","SEKUNDÆR DUKTEKTASI",""
"MYY040","UDGÅET PR. 01.01.96 - SE M85620",""
"MYY040","ADENOMYOEPITELIOM",""
"MYY071","UDGÅET PR. 01.01.96 - SE M79441",""
"MYY071","SEKRETORISK HYPERTROFI, GLANDULÆR TYPE",""
"MYY072","UDGÅET PR. 01.01.96 - SE M79442",""
"MYY072","SEKRETORISK HYPERTROFI, DECIDUAL TYPE",""
"MYY074","UDGÅET PR. 01.01.96",""
"MYY074","FIBROADENOMLIGNENDE HYPERPLASI",""
"MYY083","UDGÅET PR. 01.01.96 - SE M89333",""
"MYY083","ADENOSARKOM",""
"MYY084","UDGÅET PR. 01.01.96 - SE M89334",""
"MYY084","ADENOSARKOM, DIREKTE SPREDNING",""
"MYY086","UDGÅET PR. 01.01.96 - SE M89336",""
"MYY086","METASTASE, ADENOSARKOM",""
"MYY087","UDGÅET PR. 01.01.96 - SE M89337",""
"MYY087","ADENOSARKOM, RECIDIV",""
"MYY089","UDGÅET PR. 01.01.96 - SE M89339",""
"MYY089","ADENOSARKOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"MYY093","UDGÅET PR. 01.01.96 - SE M90133",""
"MYY093","KARCINOFIBROM",""
"MYY094","UDGÅET PR. 01.01.96 - SE M90134",""
"MYY094","KARCINOFIBROM, DIREKTE SPREDNING",""
"MYY096","UDGÅET PR. 01.01.96 - SE M90133",""
"MYY096","METASTASE, KARCINOFIBROM",""
"MYY097","UDGÅET PR. 01.01.96 - SE M90137",""
"MYY097","KARCINOFIBROM, RECIDIV",""
"MYY099","UDGÅET PR. 01.01.96 - SE M90139",""
"MYY099","KARCINOFIBROM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"MYY1X3","UDGÅET PR. 12.01.96 - SE M96003",""
"MYY1X3","STORCELLET POLYMORFT LYMFOM, KI-1 POS. TYPE",""
"MYY105","UDGÅET PR. 01.01.96 - SE M26060",""
"MYY105","EKTOPISK PARATHYREOIDEAVÆV",""
"MYY120","UDGÅET PR. 01.01.96 - SE M0901Y",""
"MYY120","ACELLULÆRT MATERIALE",""
"MYY121","UDGÅET PR. 01.01.96 - SE M02561",""
"MYY121","ABNORM FOREKOMST AF NORMALE CELLER",""
"MYY122","UDGÅET PR. 01.01.96 - SE M09462",""
"MYY122","INGEN MALIGNITETSSUSPEKTE CELLER",""
"MYY2X3","UDGÅET PR. 12.01.96 - SE M96003",""
"MYY2X3","ANAPLASTISK CENTROCYTÆRT LYMFOM",""
"MYY200","UDGÅET PR. 01.01.96 - SE M18500",""
"MYY200","BY-PASS ANASTOMOSE",""
"MYY215","UDGÅET 08.11.95 - (FØR INDUKTION)",""
"MYY215","INDUKTION",""
"MYY247","UDGÅET PR. 01.01.96",""
"MYY401","UDGÅET PR. 01.01.96 - SE M28035",""
"MYY401","ENDOMETRITIS POST GRAVIDITATEM",""
"MYY402","KRONISK ATROFISK INFLAMMATION (UDGÅET 311293 - SE M43900)",""
"MYY402","KRONISK ATROFISK INFLAMMATION",""
"MYY410","UDGÅET PR. 01.01.96 - SE M79415",""
"MYY410","REGRESSIV GRAVIDITETSHYPERPLASI",""
"MYY413","UDGÅET PR. 01.01.96",""
"MYY413","SMÅCELLET KARCINOM, KOMBINERET TYPE",""
"MYY414","UDGÅET PR. 01.01.96",""
"MYY414","SMÅCELLET KARCINOM, KOMBINERET TYPE, DIREKTE SPREDNING",""
"MYY416","UDGÅET PR. 01.01.96",""
"MYY416","METASTASE, SMÅCELLET KARCINOM, KOMBINERET TYPE",""
"MYY417","UDGÅET PR. 01.01.96",""
"MYY417","SMÅCELLET KARCINOM, KOMBINERET TYPE, RECIDIV",""
"MYY423","UDGÅET PR. 01.01.96",""
"MYY423","CILIERET ADENOKARCINOM",""
"MYY424","UDGÅET PR. 01.01.96",""
"MYY424","CILIERET ADENOKARCINOM, DIREKTE SPREDNING",""
"MYY426","UDGÅET PR. 01.01.96",""
"MYY426","METASTASE, CILIERET ADENOKARCINOM",""
"MYY427","UDGÅET PR. 12.01.96 - FEJLOPRETTET",""
"MYY427","FEJLOPRETTET",""
"MYY429","UDGÅET PR. 01.01.96",""
"MYY429","CILIERET ADENOKARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"MYY433","UDGÅET PR. 01.01.96",""
"MYY433","SEKRETORISK ADENOKARCINOM",""
"MYY434","UDGÅET PR. 01.01.96",""
"MYY434","SEKRETORISK ADENOKARCINOM, DIREKTE SPREDNING",""
"MYY436","UDGÅET PR. 01.01.96",""
"MYY436","METASTASE, SEKRETORISK ADENOKARCINOM",""
"MYY437","UDGÅET PR. 01.01.96",""
"MYY437","SEKRETORISK ADENOKARCINOM, RECIDIV",""
"MYY490","UDGÅET PR. 01.01.96",""
"MYY490","FIBROSETUMOR",""
"MYY491","UDGÅET PR. 01.01.96",""
"MYY491","RADIÆRT AR",""
"MYY492","UDGÅET PR. 01.01.96",""
"MYY492","PERIVENØS FIBROSE",""
"MYY493","UDGÅET PR. 01.01.96 - SE M49231",""
"MYY493","PERISINUSOIDAL FIBROSE",""
"MYY494","UDGÅET PR. 01.01.96 - SE M49232",""
"MYY494","PERICELLULÆR FIBROSE",""
"MYY550","SOMATOSTATINOM (UDGÅET 311293 - SE M81563)",""
"MYY550","SOMATOSTATINOM",""
"MYY560","UDGÅET PR. 01.01.96",""
"MYY560","BLANDET HYPERPLASTISK OG ATROFISK DYSTROFI",""
"MYY6X2","UDGÅET PR. 01.01.96 - SE M98212 - ÆYY531",""
"MYY6X2","LYMFOBL.LEUKÆMI, SMÅCEL. (FAB-TYPE L1) I INKOMPLET REMISSION",""
"MYY6X3","UDGÅET PR. 01.01.96 - SE M98213 - ÆYY531",""
"MYY6X3","LYMFOBLASTÆR LEUKÆMI, SMÅCELLET (FAB-TYPE L1)",""
"MYY6X7","UDGÅET PR. 01.01.96 - SE M98217 - ÆYY531",""
"MYY6X7","LYMFOBLASTÆR LEUKÆMI, SMÅCELLET (FAB-TYPE L1), RECIDIV",""
"MYY6X8","UDGÅET PR. 01.01.96 - SE M98218 - ÆYY531",""
"MYY6X8","LYMFOBLASTÆR LEUKÆMI, SMÅCELLET (FAB-TYPE L1) I REMISSION",""
"MYY602","UDGÅET PR. 01.01.96 - SE M83152",""
"MYY602","GLYKOGENRIGT KARCINOM IN SITU",""
"MYY603","UDGÅET PR. 01.01.96 - SE M83153",""
"MYY603","GLYKOGENRIGT KARCINOM",""
"MYY606","UDGÅET PR. 01.01.96 - SE M83156",""
"MYY606","METASTASE, GLYKOGENRIGT KARCINOM",""
"MYY612","UDGÅET PR. 01.01.96 - SE M98612 - ÆYY541",""
"MYY612","MYELOBL.LEUKÆMI U. MODNING (FAB-TYPE M1)I INKOMPLET REMISSION",""
"MYY613","UDGÅET PR. 01.01.96 - SE M98613 - ÆYY541",""
"MYY613","MYELOBLASTÆR LEUKÆMI UDEN MODNING (FAB-TYPE M1)",""
"MYY617","UDGÅET PR. 01.01.96 - SE M98617 - ÆYY541",""
"MYY617","MYELOBLASTÆR LEUKÆMI UDEN MODNING (FAB-TYPE M1), RECIDIV",""
"MYY618","UDGÅET PR. 01.01.96 - SE M98618 - ÆYY541",""
"MYY618","MYELOBLASTÆR LEUKÆMI UDEN MODNING (FAB-TYPE M1) I REMISSION",""
"MYY622","UDGÅET PR. 01.01.96 - SE M98612 - ÆYY542",""
"MYY622","MYELOBL.LEUKÆMI M. MODNING (FAB-TYPE M2)I INKOMPLET REMISSION",""
"MYY623","UDGÅET PR. 01.01.96 - SE M98613 - ÆYY542",""
"MYY623","MYELOBLASTÆR LEUKÆMI MED MODNING (FAB-TYPE M2)",""
"MYY627","UDGÅET PR. 01.01.96 - SE M98617 - ÆYY542",""
"MYY627","MYELOBLASTÆR LEUKÆMI MED MODNING (FAB TYPE M2), RECIDIV",""
"MYY628","UDGÅET PR. 01.01.96 - SE M98618 - ÆYY542",""
"MYY628","MYELOBLASTÆR LEUKÆMI MED MODNING (FAB-TYPE M2) I REMISSION",""
"MYY7X2","UDGÅET PR. 01.01.96 - SE M98212 - ÆYY534",""
"MYY7X2","LYMFOBL.LEUKÆMI, STORCEL. (FAB-TYPE L2) I INKOMPLET REMISSION",""
"MYY7X3","UDGÅET PR. 01.01.96 - SE M98213 - ÆYY534",""
"MYY7X3","LYMFOBLASTÆR LEUKÆMI, STORCELLET (FAB-TYPE L2)",""
"MYY7X7","UDGÅET PR. 01.01.96 - SE M98217 - ÆYY534",""
"MYY7X7","LYMFOBLASTÆR LEUKÆMI, STORCELLET (FAB-TYPE L2), RECIDIV",""
"MYY7X8","UDGÅET PR. 01.01.96 - SE M98218 - ÆYY534",""
"MYY7X8","LYMFOBLASTÆR LEUKÆMI, STORCELLET (FAB-TYPE L2) I REMISSION",""
"MYY703","UDGÅET PR. 01.01.96",""
"MYY703","KARCINOM MED NEUROENDOKRINE GRANULA",""
"MYY713","UDGÅET PR. 01.01.96 - SE M857X3",""
"MYY713","METAPLASTISK KARCINOM",""
"MYY714","UDGÅET PR. 01.01.96 - SE M857X4",""
"MYY714","METAPLASTISK KARCINOM, DIREKTE SPREDNING",""
"MYY716","UDGÅET PR. 01.01.96 - SE M857X6",""
"MYY716","METASTASE, METAPLASTISK KARCINOM",""
"MYY717","UDGÅET PR. 01.01.96 - SE M857X7",""
"MYY717","METAPLASTISK KARCINOM, RECIDIV",""
"MYY719","UDGÅET PR. 01.01.96 - SE M857X9",""
"MYY719","METAPLASTISK KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"MYY742","UDGÅET PR. 01.01.96 - SE M32760",""
"MYY742","SALPINGITIS ISTHMICA NODOSA",""
"MYY743","UDGÅET PR. 01.01.96",""
"MYY743","FOLLIKULÆR SALPINGITIS",""
"MYY793","UDGÅET PR. 01.01.96 - SE M79490",""
"MYY793","IRREGULAR SHEDDING",""
"MYY8X2","UDGÅET PR. 01.01.96 - SE M98212 - ÆYY537",""
"MYY8X2","LYMFOBL. LEUKÆMI, BURKITT (FAB-TYPE L3) I INKOMPLET REMISSION",""
"MYY8X3","UDGÅET PR. 01.01.96 - SE M98213 - ÆYY537",""
"MYY8X3","LYMFOBLASTÆR LEUKÆMI, BURKITT TYPE (FAB-TYPE L3)",""
"MYY8X7","UDGÅET PR. 01.01.96 - SE M98217 - ÆYY537",""
"MYY8X7","LYMFOBLASTÆR LEUKÆMI, BURKITT TYPE (FAB-TYPE L3), RECIDIV",""
"MYY8X8","UDGÅET PR. 01.01.96 - SE M98218 - ÆYY537",""
"MYY8X8","LYMFOBLASTÆR LEUKÆMI, BURKITT TYPE (FAB-TYPE L3) I REMISSION",""
"MYY803","UDGÅET PR. 01.01.96 - SE M83143",""
"MYY803","LIPIDRIGT KARCINOM",""
"MYY804","UDGÅET PR. 01.01.96 - SE M83144",""
"MYY804","LIPIDRIGT KARCINOM, DIREKTE SPREDNING",""
"MYY806","UDGÅET PR. 01.01.96 - SE M83146",""
"MYY806","METASTASE, LIPIDRIGT KARCINOM",""
"MYY807","UDGÅET PR. 01.01.96 - SE M83147",""
"MYY807","LIPIDRIGT KARCINOM, RECIDIV",""
"MYY809","UDGÅET PR. 01.01.96 - SE M83149",""
"MYY809","LIPIDRIGT KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"MYY813","UDGÅET PR. 18.01.96 - SE M813A3",""
"MYY813","TRANSITIOCELLULÆR, SOLID TUMOR",""
"MYY813","TRANSITIOCELLULÆR, SOLID TUMOR",""
"MYY814","UDGÅET PR. 01.01.96 - SE M813A4",""
"MYY814","TRANSITIOCELLULÆR, SOLID TUMOR, DIREKTE SPREDNING",""
"MYY816","UDGÅET PR. 01.01.96 - SE M813A6",""
"MYY816","METASTASE, TRANSITIOCELLULÆR, SOLID TUMOR",""
"MYY817","UDGÅET PR. 01.01.96 - SE M813A7",""
"MYY817","TRANSITIOCELLULÆR, SOLID TUMOR, RECIDIV",""
"MYY821","UDGÅET PR. 01.01.96 - SE M82110 - M79160",""
"MYY821","LAKTERENDE ADENOM",""
"MYY823","UDGÅET 21.05.94 - SE (OG BRUG) M82473",""
"MYY823","MERKELCELLE TUMOR",""
"MYY824","UDGÅET 08.11.85 - SE M82474",""
"MYY824","MERKELCELLE TUMOR, DIREKTE SPREDNING",""
"MYY826","UDGÅET 08.11.95 - SE M82476",""
"MYY826","METASTASE, MERKELCELLE TUMOR",""
"MYY827","UDGÅET 08.11.95 - SE M82477",""
"MYY827","MERKELCELLE TUMOR, RECIDIV",""
"MYY829","UDGÅET 08.11.95 - SE M82479",""
"MYY829","MERKELCELLE TUMOR, USIKKERT OM PRIMÆR ELLER METASTASE",""
"MYY843","UDGÅET PR. 01.01.96",""
"MYY843","EARLY GASTRIC CANCER",""
"MYY853","UDGÅET PR. 01.01.96 - SE M91903",""
"MYY853","PERIOSTALT OSTEOSARKOM",""
"MYY854","UDGÅET PR. 01.01.96 - SE M91904",""
"MYY854","PERIOSTALT OSTEOSARKOM, DIREKTE SPREDNING",""
"MYY856","UDGÅET PR. 01.01.96 - SE M91906",""
"MYY856","METASTASE, PERIOSTALT OSTEOSARKOM",""
"MYY857","UDGÅET PR. 01.01.96 - SE M91907",""
"MYY857","PERIOSTALT OSTEOSARKOM, RECIDIV",""
"MYY859","UDGÅET PR. 01.01.96 - SE M91909",""
"MYY859","PERIOSTALT OSTEOSARKOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"MYY872","UDGÅET PR. 01.01.96 - SE M87270",""
"MYY872","DYSPLASTISK NÆVUS",""
"MYY902","UDGÅET PR. 01.01.96 - SE M906A3 - ÆF5140",""
"MYY902","MIKROINVASIV GERMINALCELLE TUMOR",""
"MYY903","UDGÅET PR. 01.01.96 - SE M85233",""
"MYY903","HISTIOCYTOIDT KARCINOM",""
"MYY904","UDGÅET PR. 01.01.96 - SE M85234",""
"MYY904","HISTIOCYTOIDT KARCINOM, DIREKTE SPREDNING",""
"MYY906","UDGÅET PR. 01.01.96 - SE M85236",""
"MYY906","METASTASE, HISTIOCYTOIDT KARCINOM",""
"MYY907","UDGÅET PR. 01.01.96 - SE M85237",""
"MYY907","HISTIOCYTOIDT KARCINOM, RECIDIV",""
"MYY909","UDGÅET PR. 01.01.96 - SE M85239",""
"MYY909","HISTIOCYTOIDT KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"MYY910","UDGÅET PR. 01.01.96 - SE M91030",""
"MYY910","INKOMPLET MOLA HYDATIDOSA",""
"MYY912","EPITELOIDT HÆMANGIOM (UDGÅET 311293 - SE M91250)",""
"MYY912","EPITELOIDT HÆMANGIOM",""
"MYY914","UDGÅET PR. 01.01.96 - SE M96003",""
"MYY914","MALIGNT LYMFOM LOW GRADE",""
"MYY915","UDGÅET PR. 01.01.96 - SE M96003",""
"MYY915","MALIGNT LYMFOM HIGH GRADE",""
"MYY916","UDGÅET PR. 01.01.96 - SE M96003",""
"MYY916","MALIGNT LYMFOM AF CLL TYPE",""
"MYY917","UDGÅET PR. 01.01.96 - SE M96203",""
"MYY917","T-LYMFOM, LOW GRADE",""
"MYY918","UDGÅET PR. 01.01.96 - SE M96003",""
"MYY918","MALIGNT LYMFOM, LYMFOBLASTLIGNENDE, UKLASSIFICERET",""
"MYY919","UDGÅET PR. 01.01.96 - SE M96203",""
"MYY919","T-LYMFOM, HIGH GRADE",""
"MYY920","UDGÅET PR. 01.01.96 - SE M96203 - ÆLK024",""
"MYY920","LENNERT LYMFOM",""
"MYY983","UDGÅET PR. 01.01.96 - SE M96203",""
"MYY983","PLEOMORFT T-CELLE LYMFOM",""
"MYY984","UDGÅET PR. 01.01.96 - SE M96204",""
"MYY987","UDGÅET PR. 12.01.96 - SE M96007",""
"MYY987","PLEOMORFT T-CELLE LYMFOM, RECIDIV",""
"MYY992","UDGÅET PR. 01.01.96 - SE M98682",""
"MYY992","KRONISK MYELOMONOCYTÆR LEUKÆMI I INKOMPLET REMISSION",""
"MYY993","UDGÅET PR. 01.01.96 - SE M98683",""
"MYY993","KRONISK MYELOMONOCYTÆR LEUKÆMI",""
"MYY997","UDGÅET PR. 01.01.96 - SE M98687",""
"MYY997","KRONISK MYELOMONOCYTÆR LEUKÆMI, RECIDIV",""
"MYY998","UDGÅET PR. 01.01.96 - SE M98688",""
"MYY998","KRONISK MYELOMONOCYTÆR LEUKÆMI I REMISSION",""
"M00010","UKENDT MORFOLOGI",""
"M00020","MORFOLOGIAKSE IKKE ANVENDELIG",""
"M00030","FORANDRING IKKE TILDELT MORFOLOGIKODENUMMER",""
"M00040","UOPKLARET, 'MYSTISK' TILFÆLDE",""
"M00050","M-AKSE IKKE ANVENDT VED KONVERTERING 1978",""
"M00100","NORMALT VÆV",""
"M00120","NORMALE CELLER",""
"M00150","NORMAL KARYOTYPE",""
"M00410","NORMAL CELLULARITET",""
"M01000","ABNORMT VÆV",""
"M01050","ABNORMT EPITEL",""
"M01111","USPECIFIK REAKTIV FORANDRING",""
"M01500","FORSNÆVRING",""
"M01520","OBLITERATION",""
"M02500","ABNORM STØRRELSE",""
"M02510","ABNORMT STOR STØRRELSE",""
"M02520","ABNORMT LILLE STØRRELSE",""
"M02561","ABNORM FOREKOMST AF NORMALE CELLER",""
"M03090","PSEUDOTUMOR",""
"M09000","FOR LIDT MATERIALE TIL DIAGNOSTISK VURDERING",""
"M0901X","CELLEFATTIGT MATERIALE",""
"M0901Y","ACELLULÆRT MATERIALE",""
"M09010","MATERIALET UEGNET TIL DIAGNOSTISK VURDERING",""
"M09011","MATERIALET MINDRE EGNET TIL DIAGNOSTISK VURDERING",""
"M09012","MATERIALET UEGNET TIL SPECIALUNDERSØGELSE",""
"M09013","MATERIALET IKKE SIKKERT REPRÆSENTATIVT",""
"M09014","MATERIALET IKKE REPRÆSENTATIVT",""
"M09015","BLODIGT MATERIALE",""
"M09016","MATERIALE AF TEKNISK DÅRLIG KVALITET",""
"M09017","MATERIALE MED KRAFTIG BAKTERIEFLORA",""
"M09018","MATERIALET UDEN PLADEEPITHELCELLER",""
"M09019","MATERIALET UDEN ENDOCERVIKALE CELLER",""
"M09020","FORKERT MATERIALE MODTAGET",""
"M09030","ARTEFAKT",""
"M09070","INTET VÆV IDENTIFICERET",""
"M09100","INTET VÆV MODTAGET",""
"M09140","GLASSET KNUST VED MODTAGELSEN",""
"M09150","MATERIALET GÅET TABT UNDER PRÆPARATIONEN",""
"M09250","AUTOPSIMATERIALE",""
"M09300","MORFOLOGISK FORANDRING IKKE ENDELIGT VURDERET",""
"M09350","MAKROSKOPISK BESKRIVELSE ALENE",""
"M0940A","RESEKTIONSAFSTAND TILSTRÆKKELIG",""
"M0940B","RESEKTIONSAFSTAND IKKE TILSTRÆKKELIG",""
"M09400","FRIE RESEKTIONSRANDE",""
"M09400","FRIE RESEKTIONSLINIER",""
"M09401","RESEKTIONSRANDE IKKE FRIE",""
"M09450","INGEN TEGN PÅ MALIGNITET",""
"M09451","INGEN RESTTUMOR",""
"M09460","INGEN TUMORCELLER",""
"M09462","INGEN MALIGNITETSSUSPEKTE CELLER",""
"M09463","INGEN MALIGNE CELLER",""
"M09470","INGEN TEGN PÅ METASTASE",""
"M10000","TRAUMATISK LÆSION",""
"M10020","FØDSELSTRAUME",""
"M10400","KOMPRESSIONSSKADE",""
"M10540","DECUBITUS",""
"M11100","FORBRÆNDING",""
"M11150","ÆTSNING",""
"M11170","FØLGE AF LASERPÅVIRKNING",""
"M11200","KULDELÆSION",""
"M11220","FØLGE AF KRYOBEHANDLING",""
"M11410","FOTODERMATITIS",""
"M11460","POLYMORFT LYSUDSLET",""
"M11530","AKTINISK RETIKULOID",""
"M11600","STRÅLEFORANDRING",""
"M11620","STRÅLEFORANDRING MED INFLAMMATION",""
"M12000","FRAKTUR",""
"M12004","PATOLOGISK FRAKTUR",""
"M12007","SPONTAN FRAKTUR",""
"M12500","HELET FRAKTUR",""
"M12590","PSEUDARTROSE",""
"M12800","MULTIPLE FRAKTURER",""
"M13010","LUKSATION",""
"M14020","KIRURGISK INCISION",""
"M14024","HELET KIRURGISK INCISION",""
"M14025","IKKE-HELET KIRURGISK INCISION",""
"M14050","INFICERET KIRURGISK INCISION",""
"M14100","EKSKORIATION",""
"M14110","EROSION",""
"M14170","KRADSNINGSEFFEKT",""
"M14200","KONTUSION",""
"M14310","STIKSÅR",""
"M14350","INSEKTSTIKREAKTION",""
"M14360","BIDLÆSION",""
"M14361","MORSICATIO",""
"M14380","INJEKTIONSSTED",""
"M14400","DILACERATION",""
"M14430","RUPTUR",""
"M14510","SKUDSÅR",""
"M14700","TRAUMATISK PERFORATION",""
"M14800","AMPUTERET STRUKTUR",""
"M14801","PARTIELT AMPUTERET STRUKTUR",""
"M14850","AMPUTATIONSSTUMP",""
"M15020","MANGEL, KIRURGISK BETINGET",""
"M15600","TRANSPLANTAT",""
"M15601","EKSPLANTAT",""
"M15602","RETRANSPLANTAT",""
"M15800","IMPLANTAT",""
"M15860","UDGÅET, SE M18560",""
"M15880","UDGÅET, SE M18580 (TIDL. 'IMPLANTERET PROTESE')",""
"M18000","FØLGE AF KIRURGISK INDGREB",""
"M18200","ANASTOMOSE",""
"M18202","INSUFFICIENT ANASTOMOSE",""
"M18220","SIDE-TO-SIDE ANASTOMOSE",""
"M18240","END-TO-SIDE ANASTOMOSE",""
"M18500","BYPASS ANASTOMOSE",""
"M18560","TERAPEUTISK IMPLANTAT",""
"M18580","IMPLANTERET PROTESE",""
"M18581","IMPLANTERET BIOLOGISK PROTESE",""
"M18582","IMPLANTERET MEKANISK PROTESE",""
"M18760","BOREHUL",""
"M18800","STOMA",""
"M18900","POUCH",""
"M20000","KONGENIT MALFORMATION",""
"M20050","IMMATUR UDVIKLING",""
"M20100","ABNORM KONGENIT FUSION",""
"M20150","ARNOLD-CHIARIS MALFORMATION",""
"M20200","KLIPPEL-FEIL DEFORMITET",""
"M20300","KONGENIT STENOSE",""
"M20400","KONGENIT ATRESI",""
"M20500","KONGENIT HYPERTROFI",""
"M20600","KONGENIT VÆKSTFORSTYRRELSE",""
"M20610","KONGENIT ABNORM KORT VÆKST",""
"M20700","KONGENIT ABNORM KOMMUNIKATION",""
"M20900","ISOMERI",""
"M20910","HØJRE ISOMERI",""
"M20920","VENSTRE ISOMERI",""
"M21000","AGENESI (APLASI)",""
"M21010","AMELI",""
"M21070","AGENESI, PARTIEL",""
"M21080","AGENESI, UNILATERAL",""
"M21300","KONGENIT HYPOPLASI",""
"M21370","ASK UPMARK NYRE (KONGENIT PARTIEL HYPOPLASI)",""
"M21400","PERSISTERENDE EMBRYONAL STRUKTUR",""
"M21510","KONGENIT FISSUR",""
"M21550","EKSTROFI",""
"M21600","KONGENIT FUSIONSDEFEKT MED HERNIERING",""
"M21610","SPINA BIFIDA APERTA",""
"M21620","MENINGOCELE",""
"M21630","MYELOMENINGOCELE",""
"M21660","ENCEPHALOCELE",""
